"","date","Address","pcode","County","cost","market","vat","des"
"1034","13/02/2018","2 MACKIES PLACE, OFF PEMBROKE ST, DUBLIN 2","Dublin 2","Dublin","€720,000.00","No","No","Second-Hand Dwelling house /Apartment"
"103510","13/02/2018","2 Wilkins Court, Limekiln Lane, Dublin 12","Dublin 12","Dublin","€440,757.70","No","Yes","New Dwelling house /Apartment"
"1036","13/02/2018","24C VALEVIEW GARDENS, FINGLAS SOUTH, DUBLIN 11","Dublin 11","Dublin","€83,013.28","Yes","No","Second-Hand Dwelling house /Apartment"
"103710","13/02/2018","28 The Avenue, Scholarstown Wood, Scholarstown Road","Dublin 16","Dublin","€405,286.35","No","Yes","New Dwelling house /Apartment"
"1038","13/02/2018","30 WOODBANK AVE, FINGLAS SOUTH, DUBLIN 11","Dublin 15","Dublin","€81,161.39","Yes","No","Second-Hand Dwelling house /Apartment"
"1039","13/02/2018","31 LOFTUS SQUARE, RATHFARNHAM GATE, MAIN STREET","Dublin 14","Dublin","€295,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1040","13/02/2018","31 SEVEN OAKS, SARSFIELD RD, DUBLIN 10","Dublin 10","Dublin","€48,399.15","Yes","No","Second-Hand Dwelling house /Apartment"
"104110","13/02/2018","32 CASTLE GRANGE DR, CLONDALKIN, DUBLIN 22","Dublin 22","Dublin","€240,000.00","No","No","Second-Hand Dwelling house /Apartment"
"104210","13/02/2018","33 PINTAIL HOUSE, REDCOURT OAKS, SEAFIELD RD EAST DUBLIN 3","Dublin 3","Dublin","€525,000.00","No","No","Second-Hand Dwelling house /Apartment"
"104310","13/02/2018","36 FINGLAS PARK, FINGLAS, DUBLIN 11","Dublin 11","Dublin","€345,000.00","No","No","Second-Hand Dwelling house /Apartment"
"104410","13/02/2018","37 DUNSINK DR, FINGLAS WEST DUBLIN 11, DUBLIN","Dublin 11","Dublin","€99,540.12","Yes","No","Second-Hand Dwelling house /Apartment"
"1045","13/02/2018","4 KNOWTH COURT, POPPINTREE, DUBLIN 11","Dublin 11","Dublin","€64,233.33","Yes","No","Second-Hand Dwelling house /Apartment"
"1046","13/02/2018","4 KNOWTH COURT, POPPINTREE, DUBLIN 11","Dublin 11","Dublin","€64,233.33","Yes","No","Second-Hand Dwelling house /Apartment"
"1047","13/02/2018","4 PARK DR, THE PARK, CABINTEELY DUBLIN 18","Dublin 18","Dublin","€625,000.00","No","No","Second-Hand Dwelling house /Apartment"
"104810","13/02/2018","44 BLASKET SQ, WATERVILLE, BLANCHARDSTOWN DUBLIN 15","Dublin 15","Dublin","€265,000.00","No","No","Second-Hand Dwelling house /Apartment"
"104910","13/02/2018","44 CLONLIFFE AVE, FAIRVIEW, DUBLIN 3","Dublin 3","Dublin","€273,000.00","Yes","No","Second-Hand Dwelling house /Apartment"
"105010","13/02/2018","46 CAPPAGH DR, FINGLAS WEST, DUBLIN 11","Dublin 11","Dublin","€84,888.06","Yes","No","Second-Hand Dwelling house /Apartment"
"1051","13/02/2018","48 TUANSGATE, TALLAGHT, DUBLIN 24","Dublin 24","Dublin","€218,000.00","No","No","Second-Hand Dwelling house /Apartment"
"105210","13/02/2018","56 WINDMILL AVE, CRUMLIN, DUBLIN 12","Dublin 12","Dublin","€250,000.00","Yes","No","Second-Hand Dwelling house /Apartment"
"1053","13/02/2018","58 BEECH HOUSE, SILVERBANKS, BALDOYLE","Dublin 13","Dublin","€237,885.50","No","Yes","New Dwelling house /Apartment"
"105410","13/02/2018","6 ROSEBANK COURT, NINTH LOCK RD, CLONDALKIN DUBLIN 22","Dublin 22","Dublin","€180,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1055","13/02/2018","6 ST JAMES AVE, JAMES ST, DUBLIN 8","Dublin 8","Dublin","€250,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1056","13/02/2018","61 TEMPLE LAWNS, NORTHWOOD, SANTRY DUBLIN 9","Dublin 9","Dublin","€200,000.00","No","No","Second-Hand Dwelling house /Apartment"
"105710","13/02/2018","8 BALLENTREE SQ, TYRRELSTOWN, DUBLIN 15","Dublin 15","Dublin","€184,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1058","13/02/2018","9 GLENCORP RD, WHITEHALL, DUBLIN 9","Dublin 15","Dublin","€103,735.02","Yes","No","Second-Hand Dwelling house /Apartment"
"105910","13/02/2018","9 ROWAN HOUSE, MESPIL ESTATE, SUSSEXROAD DUBLIN 4","Dublin 4","Dublin","€220,000.00","No","No","Second-Hand Dwelling house /Apartment"
"106010","13/02/2018","93 CEDARBROOK AVE, CHERRY ORCHARD, DUBLIN 10","Dublin 10","Dublin","€66,523.34","Yes","No","Second-Hand Dwelling house /Apartment"
"106110","13/02/2018","97 ST MARYS LANE, DUBLIN 4, DUBLIN","Dublin 4","Dublin","€715,000.00","No","No","Second-Hand Dwelling house /Apartment"
"106210","13/02/2018","97 THE NORTHUMBERLANDS, LOVE LANE EAST, MOUNT ST UPPER DUBLIN 2","Dublin 2","Dublin","€437,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1063","13/02/2018","APT 1 2ND FLOOR ISLAND VIEW HOUSE, HARBOUR RD, HOWTH DUBLIN","Dublin 15","Dublin","€50,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1064","13/02/2018","APT 16 BLOCK 2, GALLERY QUAY, PEARSE ST","Dublin 2","Dublin","€500,000.00","No","No","Second-Hand Dwelling house /Apartment"
"106510","13/02/2018","APT 5 43 EAST ESSEX ST, TEMPLE BAR, DUBLIN 2","Dublin 2","Dublin","€340,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1066","13/02/2018","APT 75 BERTRAM COURT, CHRISTCHURCH, DUBLIN 8","Dublin 8","Dublin","€258,000.00","No","No","Second-Hand Dwelling house /Apartment"
"106710","13/02/2018","FOUR SEASONS, WOODTOWN WAY, STOCKING LANE DUBLIN 16","Dublin 16","Dublin","€975,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1068","14/02/2018","12 CHERRYFIELD PK, DUBLIN 15, DUBLIN","Dublin 15","Dublin","€220,000.00","No","No","Second-Hand Dwelling house /Apartment"
"106910","14/02/2018","12 CLAREMONT DR, BALLYGALL RD EAST, FINGLAS DUBLIN 11","Dublin 11","Dublin","€390,000.00","No","No","Second-Hand Dwelling house /Apartment"
"107010","14/02/2018","130 BRIARFIELD GROVE, KILBARRACK, DUBLIN 5","Dublin 5","Dublin","€220,000.00","No","No","Second-Hand Dwelling house /Apartment"
"107110","14/02/2018","14 GRIFFITH HEIGHTS, FINGLAS EAST, DUBLIN 11","Dublin 11","Dublin","€68,240.05","Yes","No","Second-Hand Dwelling house /Apartment"
"1072","14/02/2018","16 OLD BAWN WAY, OLD BAWN, TALLAGHT DUBLIN 24","Dublin 24","Dublin","€330,000.00","No","No","Second-Hand Dwelling house /Apartment"
"107310","14/02/2018","23 EAST COURTYARD, TULLYVALE, CABINTEELY DUBLIN 18","Dublin 18","Dublin","€305,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1074","14/02/2018","269 CASTLECURRAGH HEATH, MULHUDDART, DUBLIN 15","Dublin 15","Dublin","€185,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1075","14/02/2018","28 RATHVILLY PARK FINGLAS DUBLIN 11, DUBLIN 11, DUBLIN","Dublin 11","Dublin","€82,024.21","Yes","No","Second-Hand Dwelling house /Apartment"
"107610","14/02/2018","292 CAPTAINS RD, CRUMLIN, DUBLIN 12","Dublin 12","Dublin","€275,000.00","No","No","Second-Hand Dwelling house /Apartment"
"107710","14/02/2018","292 CAPTAINS RD, CRUMLIN, DUBLIN 12","Dublin 12","Dublin","€35,598.65","No","No","Second-Hand Dwelling house /Apartment"
"1078","14/02/2018","35 OFFINGTON DR, SUTTON, DUBLIN 13","Dublin 13","Dublin","€825,000.00","No","No","Second-Hand Dwelling house /Apartment"
"107910","14/02/2018","40 WEST PARK, TALLAGHT, DUBLIN 24","Dublin 24","Dublin","€296,000.00","No","No","Second-Hand Dwelling house /Apartment"
"108010","14/02/2018","49 WHITETHORN RD, CLONSKEAGH, DUBLIN 14","Dublin 14","Dublin","€860,000.00","No","No","Second-Hand Dwelling house /Apartment"
"108110","14/02/2018","5 CLOIGINN PARK, BALLYFERMOT, DUBLIN","Dublin 10","Dublin","€255,000.00","No","No","Second-Hand Dwelling house /Apartment"
"108210","14/02/2018","53 THE SQUARE, LARCH HILL, SANTRY DUBLIN 17","Dublin 17","Dublin","€195,000.00","No","No","Second-Hand Dwelling house /Apartment"
"108310","14/02/2018","60 CARDIFFSBRIDGE RD, FINGLAS WEST, DUBLIN","Dublin 11","Dublin","€200,000.00","Yes","No","Second-Hand Dwelling house /Apartment"
"1084","14/02/2018","60 SEVEN OAKS, SARSFIELD RD, DUBLIN 10","Dublin 10","Dublin","€85,607.38","Yes","No","Second-Hand Dwelling house /Apartment"
"1085","14/02/2018","699 COLLINS AVE EXTENSION, WHITEHALL, DUBLIN 9","Dublin 9","Dublin","€395,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1086","14/02/2018","7 FAIRFIELD PARK, RATHGAR, DUBLIN 6","Dublin 6","Dublin","€1,265,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1087","14/02/2018","72 MOYVILLE, RATHFARNHAM, DUBLIN 16","Dublin 16","Dublin","€465,500.00","No","No","Second-Hand Dwelling house /Apartment"
"1088","14/02/2018","76 LANDEN RD, BALLYFERMOT, DUBLIN 10","Dublin 10","Dublin","€241,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1089","14/02/2018","84 AN CHEAPACH MHOR, CLUAIN DOLCAIN, DUBLIN 22","Dublin 22","Dublin","€288,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1090","14/02/2018","9 Castlegrange Avenue, Castaheany","Dublin 15","Dublin","€299,559.00","No","Yes","New Dwelling house /Apartment"
"1091","14/02/2018","9 GLENCAIRN RISE, THE GALLOPS, LEOPARDSTOWN","Dublin 18","Dublin","€560,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1092","14/02/2018","APARTMENT 6, TERENURE GATE, TERENURE WEST","Dublin 6w","Dublin","€447,455.41","No","Yes","New Dwelling house /Apartment"
"1093","14/02/2018","APT 101 BURNELL COURT, NORTHERN CROSS, MALAHIDE ROAD","Dublin 3","Dublin","€190,000.00","No","No","Second-Hand Dwelling house /Apartment"
"109410","14/02/2018","APT1, BLOCK8, CLARION QUAY DUBLIN 1","Dublin 1","Dublin","€347,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1095","14/02/2018","Unit 58, Orwell Gate, Block A Marianella","Dublin 6","Dublin","€500,000.00","No","Yes","New Dwelling house /Apartment"
"109610","15/02/2018","1 NORTHBROOK VILLAS, DUBLIN 6, DUBLIN","Dublin 6","Dublin","€550,000.00","No","No","Second-Hand Dwelling house /Apartment"
"109710","15/02/2018","1 ST AUDOENS TERRACE, HIGH ST, DUBLIN 8","Dublin 8","Dublin","€327,000.00","No","No","Second-Hand Dwelling house /Apartment"
"109810","15/02/2018","10 BROOKFIELD GREEN, KCR, DUBLIN 12","Dublin 12","Dublin","€341,000.00","No","No","Second-Hand Dwelling house /Apartment"
"109910","15/02/2018","109 CASHEL RD, CRUMLIN, DUBLIN 12","Dublin 12","Dublin","€228,500.00","No","No","Second-Hand Dwelling house /Apartment"
"110010","15/02/2018","11 COPE BRIDGE HOUSE, SPENCER DOCK, DUBLIN 1","Dublin 1","Dublin","€363,000.00","No","No","Second-Hand Dwelling house /Apartment"
"110110","15/02/2018","12 FINGAL PLACE, PRUSSIA ST, DUBLIN","Dublin 7","Dublin","€425,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1102","15/02/2018","12 GRACE PARK TERRACE, DRUMCONDRA, DUBLIN 9","Dublin 9","Dublin","€750,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1103","15/02/2018","14 MILLRACE COURT, PHOENIX PARK RACE COURSE, CASTLEKNOCK DUBLIN 15","Dublin 15","Dublin","€374,000.00","No","No","Second-Hand Dwelling house /Apartment"
"110410","15/02/2018","14 ST DOMHNACHS WELL, SUTTON, DUBLIN 13","Dublin 13","Dublin","€385,000.00","No","No","Second-Hand Dwelling house /Apartment"
"110510","15/02/2018","15 GRANDE CENTRAL, ROCKBROOK, SANDYFORD DUBLIN 18","Dublin 18","Dublin","€370,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1106","15/02/2018","2 Palmertown Way, Clover Hill Road, Clondalkin","Dublin 22","Dublin","€268,722.00","No","Yes","New Dwelling house /Apartment"
"1107","15/02/2018","21 FAULKNERS TERRACE, MOUNT BROWN, KILMAINHAM DUBLIN 8","Dublin 8","Dublin","€315,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1108","15/02/2018","24 LEESON PARK, RANELAGH, DUBLIN 6","Dublin 6","Dublin","€3,050,000.00","No","No","Second-Hand Dwelling house /Apartment"
"110910","15/02/2018","24 THE HEIGHTS, ROBSWALL, DUBLIN","Dublin 16","Dublin","€622,500.00","No","No","Second-Hand Dwelling house /Apartment"
"111010","15/02/2018","25 CANON HALL, CHURCH ST EAST, DUBLIN 3","Dublin 3","Dublin","€286,343.61","No","Yes","New Dwelling house /Apartment"
"111110","15/02/2018","25 THE DRIVE, MULHUDDART WOOD, DUBLIN 15","Dublin 15","Dublin","€231,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1112","15/02/2018","2A PLUNKETT RD, FINGLAS, DUBLIN 11","Dublin 11","Dublin","€141,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1113","15/02/2018","32 SEAVIEW AVE, WEST RD, EAST WALL DUBLIN 3","Dublin 3","Dublin","€300,000.00","No","No","Second-Hand Dwelling house /Apartment"
"111410","15/02/2018","36  BIRCH  HOUSE, SILVERBANKS, THE COAST","Dublin 13","Dublin","€154,185.02","No","Yes","New Dwelling house /Apartment"
"111510","15/02/2018","38 BULFIN GARDENS, KILMAINHAM, DUBLIN 8","Dublin 8","Dublin","€375,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1116","15/02/2018","4 Castlegrange Lawn, Castlegrange, Castleheany","Dublin 15","Dublin","€290,748.89","No","Yes","New Dwelling house /Apartment"
"111710","15/02/2018","42 Blackberry Hill, Carrickmines, Dublin 18","Dublin 18","Dublin","€612,334.80","No","Yes","New Dwelling house /Apartment"
"111810","15/02/2018","43, CARDIFFSBRIDGE AVENUE, FINGLAS WEST DUBLIN 11","Dublin 11","Dublin","€66,400.00","Yes","No","Second-Hand Dwelling house /Apartment"
"111910","15/02/2018","5 ST FRANCIS SQ, JOHN DILLON ST, DUBLIN 8","Dublin 8","Dublin","€491,500.00","No","No","Second-Hand Dwelling house /Apartment"
"1120","15/02/2018","56 MARSH HOUSE, NEW ROW SQ, NEW ROW SOUTH","Dublin 15","Dublin","€318,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1121","15/02/2018","6 Dawson Place, Arbour Hill, Dublin 7","Dublin 7","Dublin","€405,286.33","No","Yes","New Dwelling house /Apartment"
"112210","15/02/2018","75 ASHFIELD RD (GROUND FLOOR FLAT), RANELAGH, DUBLIN 6","Dublin 6","Dublin","€515,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1123","15/02/2018","87 KILL LANE, FOXROCK, DUBLIN 18","Dublin 18","Dublin","€765,000.00","No","No","Second-Hand Dwelling house /Apartment"
"112410","15/02/2018","88 LOWER CHURCHTOWN RD, CHURCHTOWN, DUBLIN 14","Dublin 14","Dublin","€1,100,000.00","No","No","Second-Hand Dwelling house /Apartment"
"112510","15/02/2018","9 COOLEVIN RD, OFF LONG LANE, DUBLIN 8","Dublin 8","Dublin","€471,000.00","No","No","Second-Hand Dwelling house /Apartment"
"112610","15/02/2018","9 KINGSTON CRESCENT, DUNDRUM, DUBLIN 16","Dublin 16","Dublin","€700,000.00","No","No","Second-Hand Dwelling house /Apartment"
"112710","15/02/2018","APT 159, THE TOWER, SMITHFIELD DUBLIN 7","Dublin 7","Dublin","€550,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1128","15/02/2018","APT 62, MARLBOROUGH COURT, MARLBOROUGH ST DUBLIN 1","Dublin 1","Dublin","€206,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1129","15/02/2018","ARD NA RI, 44 CARRICKBRACK RD, BAILY","Dublin 13","Dublin","€1,700,000.00","No","No","Second-Hand Dwelling house /Apartment"
"113010","15/02/2018","FERNLEIGH RIVERWOOD, CASTLEKNOCK, DUBLIN 15","Dublin 15","Dublin","€199,000.00","No","No","Second-Hand Dwelling house /Apartment"
"113110","15/02/2018","HILLTOP HOUSE, WINDGATE ROAD, HOWTH","Dublin 13","Dublin","€2,150,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1132","16/02/2018","10 SHELBOURNE RD, BALLSBRIDGE, DUBLIN 4","Dublin 4","Dublin","€785,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1133","16/02/2018","11 ELKWOOD, BALLYROAN HEIGHTS, RATHFARNHAM DUBLIN 16","Dublin 16","Dublin","€590,000.00","No","No","Second-Hand Dwelling house /Apartment"
"113410","16/02/2018","11 PORTLAND ROW, DUBLIN 1","Dublin 1","Dublin","€491,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1135","16/02/2018","112 BELMAYNE, PARK SOUTH DUBLIN 17, DUBLIN","Dublin 15","Dublin","€210,000.00","No","No","Second-Hand Dwelling house /Apartment"
"113610","16/02/2018","113 SESKIN VIEW RD, TALLAGHT, DUBLIN 24","Dublin 24","Dublin","€310,000.00","No","No","Second-Hand Dwelling house /Apartment"
"113710","16/02/2018","12 HOLLYWOODRATH PARK, HOLLYWOODRATH, HOLLYSTOWN","Dublin 15","Dublin","€345,814.00","No","Yes","New Dwelling house /Apartment"
"1138","16/02/2018","122 IVY COURT, BEAUMONT WOODS, BEAUMONT DUBLIN 9","Dublin 9","Dublin","€240,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1139","16/02/2018","127 EDENMORE AVE, RAHENY, DUBLIN 5","Dublin 5","Dublin","€275,777.00","No","No","Second-Hand Dwelling house /Apartment"
"114010","16/02/2018","12B GROVE ROAD, FINGLAS EAST, DUBLIN 11","Dublin 11","Dublin","€232,000.00","No","No","Second-Hand Dwelling house /Apartment"
"114110","16/02/2018","134 RATHMINES TOWN CENTRE, RATHMINES RD LOWER, DUBLIN 6","Dublin 6","Dublin","€370,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1142","16/02/2018","15 CRUISE PARK DR, TYRELLSTOWN, DUBLIN 15","Dublin 15","Dublin","€275,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1143","16/02/2018","16 CUALA RD, DUBLIN 7, DUBLIN","Dublin 7","Dublin","€385,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1144","16/02/2018","16 OAK WAY, CLONDALKIN, DUBLIN 22","Dublin 22","Dublin","€268,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1145","16/02/2018","175 BELMONT PK, RAHENY, DUBLIN 5","Dublin 5","Dublin","€415,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1146","16/02/2018","18 CRUISE PARK DR, TYRELLSTOWN, DUBLIN 15","Dublin 15","Dublin","€220,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1147","16/02/2018","19 CANON HALL, CHURCH ST EAST, DUBLIN 3","Dublin 3","Dublin","€251,101.32","No","No","Second-Hand Dwelling house /Apartment"
"1148","16/02/2018","2 AUGHRIM PLACE, SMITHFIELD, DUBLIN 7","Dublin 7","Dublin","€321,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1149","16/02/2018","20 LANDSCAPE AVENUE, CHURCHTOWN, DUBLIN 14","Dublin 14","Dublin","€730,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1150","16/02/2018","21 CEDAR HALL, MILLBROOK COURT, MILLTOWN DUBLIN 6","Dublin 6","Dublin","€440,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1151","16/02/2018","21 MERTON AVE, DUBLIN 8, DUBLIN","Dublin 8","Dublin","€556,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1152","16/02/2018","21 WOODFIELD TERRACE, SARSFIELD RD, INCHICORE","Dublin 10","Dublin","€356,022.00","No","No","Second-Hand Dwelling house /Apartment"
"1153","16/02/2018","22 CLAREMONT COURT, FINGLAS RD, GLASNEVIN DUBLIN 11","Dublin 11","Dublin","€430,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1154","16/02/2018","22 CONNOLLY GARDENS, INCHICORE, DUBLIN 8","Dublin 8","Dublin","€320,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1155","16/02/2018","23 CARRIGMORE GARDENS, FORTUNESTOWN LANE, SAGGART","Dublin 24","Dublin","€252,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1156","16/02/2018","27 BANGOR RD, DUBLIN 12, DUBLIN","Dublin 12","Dublin","€170,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1157","16/02/2018","27 KINVARA AVE., NAVAN RD, DUBLIN 7","Dublin 7","Dublin","€375,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1158","16/02/2018","27 WILLOW DRIVE, GREENPARK, CLONDALKIN","Dublin 22","Dublin","€355,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1159","16/02/2018","28 HIBERNIAN, THE GASWORKS, SOUTH LOTTS RD DUBLIN 4","Dublin 4","Dublin","€362,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1160","16/02/2018","30 GRACE PARK HEIGHTS, DUBLIN 9","Dublin 9","Dublin","€402,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1161","16/02/2018","38 Diswellstown Manor, Castleknock, Dublin 15","Dublin 15","Dublin","€555,066.00","No","Yes","New Dwelling house /Apartment"
"1162","16/02/2018","43 Broadfield, Rahtcoole, Co. Dublin","Dublin 24","Dublin","€380,000.00","No","Yes","New Dwelling house /Apartment"
"1163","16/02/2018","5 BELLGREE COURT, TYRRELSTOWN, DUBLIN 15","Dublin 15","Dublin","€255,000.00","No","No","Second-Hand Dwelling house /Apartment"
"116410","16/02/2018","5 DODDER VIEW COTTAGES, BALLSBRIDGE, DUBLIN 4","Dublin 4","Dublin","€618,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1165","16/02/2018","5 Martin Close, Blackhorse Avenue","Dublin 7","Dublin","€453,744.00","No","Yes","New Dwelling house /Apartment"
"116610","16/02/2018","5 MOUNT ANDREW GROVE, LUCAN, COUNTY DUBLIN","Dublin 2","Dublin","€338,000.00","No","No","Second-Hand Dwelling house /Apartment"
"116710","16/02/2018","53 HAROLD RD, DUBLIN 7, DUBLIN","Dublin 7","Dublin","€396,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1168","16/02/2018","54 LEIGHLIN RD, CRUMLIN, DUBLIN 12","Dublin 12","Dublin","€260,000.00","No","No","Second-Hand Dwelling house /Apartment"
"11692","16/02/2018","68 ROSSMORE AVE, BALLYFERMOT, DUBLIN 10","Dublin 10","Dublin","€346,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1170","16/02/2018","70 SOUTHMEAD, DUNDRUM, DUBLIN 14","Dublin 14","Dublin","€455,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1171","16/02/2018","73 BLARNEY PARK, KIMMAGE, DUBLIN 12","Dublin 12","Dublin","€490,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1172","16/02/2018","8 Orwell Park Gardens, Rathgar, Dublin6","Dublin 6","Dublin","€969,163.00","No","Yes","New Dwelling house /Apartment"
"1173","16/02/2018","85 FORBES QUAY APTS, SIR JOHN ROGERSONS QUAY, DUBLIN 2","Dublin 2","Dublin","€500,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1174","16/02/2018","88 OMOORE RD, BALLYFERMOT, DUBLIN 10","Dublin 10","Dublin","€215,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1175","16/02/2018","9 Croftwell, School Road, Rathcoole","Dublin 24","Dublin","€396,476.00","No","Yes","New Dwelling house /Apartment"
"1176","16/02/2018","APT 1-3, 11 PRUSSIA ST, DUBLIN 7","Dublin 7","Dublin","€375,000.00","No","No","Second-Hand Dwelling house /Apartment"
"11771","16/02/2018","APT 11, GRANGE HOUSE, TAYLORS HILL DUBLIN 16","Dublin 16","Dublin","€290,000.00","No","No","Second-Hand Dwelling house /Apartment"
"11782","16/02/2018","APT 22, EAST COURTYARD, TULLYVALE CABINTEELY DUBLIN 18","Dublin 18","Dublin","€440,000.00","No","No","Second-Hand Dwelling house /Apartment"
"11793","16/02/2018","APT 9 BLOCK 6 PROSPECT HILL APT, TOLKA, PROSPECT HILL","Dublin 11","Dublin","€230,000.00","No","No","Second-Hand Dwelling house /Apartment"
"11802","16/02/2018","ST ANNES, MONASTERY RD, CLONDALKIN","Dublin 22","Dublin","€415,000.00","No","No","Second-Hand Dwelling house /Apartment"
"118110","17/02/2018","21 HAVERTY RD, MARINO, DUBLIN 3","Dublin 3","Dublin","€360,000.00","Yes","No","Second-Hand Dwelling house /Apartment"
"11829","19/02/2018","1 BRENNANSTOWN COURT, CABINTEELY, DUBLIN","Dublin 18","Dublin","€270,000.00","No","No","Second-Hand Dwelling house /Apartment"
"11831","19/02/2018","10 SKELLIGS COURT, WATERVILLE, BLANCHARDSTOWN DUBLIN 15","Dublin 15","Dublin","€243,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1184","19/02/2018","11 ALBERT COLLEGE LAWN, GLASNEVIN, DUBLIN 9","Dublin 9","Dublin","€411,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1185","19/02/2018","11 OFFALY RD, CABRA, DUBLIN 7","Dublin 7","Dublin","€415,000.00","No","No","Second-Hand Dwelling house /Apartment"
"11865","19/02/2018","122 NEPHIN RD, CABRA, DUBLIN 7","Dublin 7","Dublin","€495,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1187","19/02/2018","132 ST ATTRACTA RD, CABRA, DUBLIN 7","Dublin 7","Dublin","€374,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1188","19/02/2018","2 ASGARD RD, HOWTH, DUBLIN","Dublin 13","Dublin","€760,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1189","19/02/2018","2 Parkside View, Parkside, Malahide Road","Dublin 13","Dublin","€290,748.00","No","Yes","New Dwelling house /Apartment"
"11903","19/02/2018","20 KILBARRACK RD, RAHENY, DUBLIN 5","Dublin 5","Dublin","€665,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1191","19/02/2018","229 GRIFFITH AVE, DRUMCONDRA, DUBLIN 9","Dublin 9","Dublin","€762,500.00","No","No","Second-Hand Dwelling house /Apartment"
"1192","19/02/2018","24 HADDINGTON SQ, HADDINGTON RD, BALLSBRIDGE DUBLIN 4","Dublin 4","Dublin","€485,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1193","19/02/2018","24 NORTHCLIFFE, CHAPELIZOD, DUBLIN 20","Dublin 20","Dublin","€235,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1194","19/02/2018","25A Wadelai Green, Glasnevin, Dublin 11","Dublin 11","Dublin","€440,528.63","No","Yes","New Dwelling house /Apartment"
"1195","19/02/2018","29 ST MARKS CRESCENT, CLONDALKIN, DUBLIN 22","Dublin 22","Dublin","€225,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1196","19/02/2018","3 BEALING WOOD, TYRELLSTOWN, DUBLIN 15","Dublin 15","Dublin","€180,000.00","No","No","Second-Hand Dwelling house /Apartment"
"1197","19/02/2018","3 PARKLANDS, NORTHWOOD AVE, SANTRY DUBLIN 9","Dublin 9","Dublin","€275,000.00","No","No","Second-Hand Dwelling house /Apartment"
